"Name","Start","End","Duration","Process"
"Observable Plot | The JavaScript library for exploratory data visualization - Google Chrome","2023-05-09T19:18:33.0000000","2023-05-09T19:18:48.0000000","0:00:15","Google Chrome"
"r extract firs charactes of strig with dplyr - Buscar con Google - Google Chrome","2023-05-09T19:18:48.0000000","2023-05-09T19:18:57.0000000","0:00:09","Google Chrome"
"Extract First or Last n Characters from String in R (3 Example Codes) - Google Chrome","2023-05-09T19:18:57.0000000","2023-05-09T19:19:15.0000000","0:00:18","Google Chrome"
"excesoMortalidad - main - RStudio","2023-05-09T19:19:15.0000000","2023-05-09T19:22:29.0000000","0:03:14","RStudio"
"Extract First or Last n Characters from String in R (3 Example Codes) - Google Chrome","2023-05-09T19:22:29.0000000","2023-05-09T19:22:44.0000000","0:00:15","Google Chrome"
"data cleaning - How to aggregate/ sum values by time in r - Stack Overflow - Google Chrome","2023-05-09T19:22:44.0000000","2023-05-09T19:22:51.0000000","0:00:07","Google Chrome"
"Data Visualization First Steps / Anjana Vakil | Observable - Google Chrome","2023-05-09T19:22:51.0000000","2023-05-09T19:22:56.0000000","0:00:05","Google Chrome"
"observable first steps - Buscar con Google - Google Chrome","2023-05-09T19:22:56.0000000","2023-05-09T19:23:14.0000000","0:00:18","Google Chrome"
"r sum time variable as ""00:00:00"" - Buscar con Google - Google Chrome","2023-05-09T19:23:14.0000000","2023-05-09T19:24:23.0000000","0:01:09","Google Chrome"
"28 Working with Dates | R for Epidemiology - Google Chrome","2023-05-09T19:24:23.0000000","2023-05-09T19:24:43.0000000","0:00:20","Google Chrome"
"r sum time variable as ""00:00:00"" - Buscar con Google - Google Chrome","2023-05-09T19:24:43.0000000","2023-05-09T19:25:10.0000000","0:00:27","Google Chrome"
"r sum time variable as ""00:00:00"" lubridate - Buscar con Google - Google Chrome","2023-05-09T19:25:10.0000000","2023-05-09T19:25:15.0000000","0:00:05","Google Chrome"
"dataframe - changing date/time variable to time that starts at 00:00:00 in r - Stack Overflow - Google Chrome","2023-05-09T19:25:15.0000000","2023-05-09T19:26:25.0000000","0:01:10","Google Chrome"
"excesoMortalidad - main - RStudio","2023-05-09T19:26:25.0000000","2023-05-09T19:29:08.0000000","0:02:43","RStudio"
"Data Visualization First Steps / Anjana Vakil | Observable - Google Chrome","2023-05-09T19:29:08.0000000","2023-05-09T19:29:17.0000000","0:00:09","Google Chrome"
"vega lite - Buscar con Google - Google Chrome","2023-05-09T19:29:17.0000000","2023-05-09T19:29:23.0000000","0:00:06","Google Chrome"
"Vega - Google Chrome","2023-05-09T19:29:23.0000000","2023-05-09T19:29:44.0000000","0:00:21","Google Chrome"
"vega lite - Buscar con Google - Google Chrome","2023-05-09T19:29:44.0000000","2023-05-09T19:29:49.0000000","0:00:05","Google Chrome"
"Example Gallery | Vega-Lite - Google Chrome","2023-05-09T19:29:49.0000000","2023-05-09T19:30:00.0000000","0:00:11","Google Chrome"
"Radial Plot | Vega-Lite - Google Chrome","2023-05-09T19:30:00.0000000","2023-05-09T19:30:13.0000000","0:00:13","Google Chrome"
"Vega Editor - Google Chrome","2023-05-09T19:30:13.0000000","2023-05-09T19:31:15.0000000","0:01:02","Google Chrome"
"Extract First or Last n Characters from String in R (3 Example Codes) - Google Chrome","2023-05-09T19:31:15.0000000","2023-05-09T19:31:23.0000000","0:00:08","Google Chrome"
"echarts - Buscar con Google - Google Chrome","2023-05-09T19:31:23.0000000","2023-05-09T19:31:28.0000000","0:00:05","Google Chrome"
"Apache ECharts - Google Chrome","2023-05-09T19:31:28.0000000","2023-05-09T19:31:40.0000000","0:00:12","Google Chrome"
"Examples - Apache ECharts - Google Chrome","2023-05-09T19:31:40.0000000","2023-05-09T19:31:51.0000000","0:00:11","Google Chrome"
"Nueva pestaña - Google Chrome","2023-05-09T19:31:51.0000000","2023-05-09T19:31:56.0000000","0:00:05","Google Chrome"
"The R Graph Gallery – Help and inspiration for R charts - Google Chrome","2023-05-09T19:31:56.0000000","2023-05-09T19:32:15.0000000","0:00:19","Google Chrome"
"Data To Art - Google Chrome","2023-05-09T19:32:15.0000000","2023-05-09T19:32:33.0000000","0:00:18","Google Chrome"
"The R Graph Gallery – Help and inspiration for R charts - Google Chrome","2023-05-09T19:32:33.0000000","2023-05-09T19:32:39.0000000","0:00:06","Google Chrome"
"Data to Viz | A collection of graphic pitfalls - Google Chrome","2023-05-09T19:32:39.0000000","2023-05-09T19:33:03.0000000","0:00:24","Google Chrome"
"Circular barplot and distortion - Google Chrome","2023-05-09T19:33:03.0000000","2023-05-09T19:35:00.0000000","0:01:57","Google Chrome"
"Data to Viz | A collection of graphic pitfalls - Google Chrome","2023-05-09T19:35:00.0000000","2023-05-09T19:35:45.0000000","0:00:45","Google Chrome"
"Examples - Apache ECharts - Google Chrome","2023-05-09T19:35:45.0000000","2023-05-09T19:35:50.0000000","0:00:05","Google Chrome"
"Nueva pestaña - Google Chrome","2023-05-09T19:35:50.0000000","2023-05-09T19:35:58.0000000","0:00:08","Google Chrome"
"Examples - Apache ECharts - Google Chrome","2023-05-09T19:35:58.0000000","2023-05-09T19:36:04.0000000","0:00:06","Google Chrome"
"Examples - Apache ECharts - Google Chrome","2023-05-09T19:36:04.0000000","2023-05-09T19:36:09.0000000","0:00:05","Google Chrome"
"Examples - Apache ECharts - Google Chrome","2023-05-09T19:36:09.0000000","2023-05-09T19:36:15.0000000","0:00:06","Google Chrome"
"Examples - Apache ECharts - Google Chrome","2023-05-09T19:36:15.0000000","2023-05-09T19:36:20.0000000","0:00:05","Google Chrome"
"excesoMortalidad - main - RStudio","2023-05-09T19:36:20.0000000","2023-05-09T19:36:58.0000000","0:00:38","RStudio"
"Vega Editor - Google Chrome","2023-05-09T19:36:58.0000000","2023-05-09T19:37:04.0000000","0:00:06","Google Chrome"
"dataframe - changing date/time variable to time that starts at 00:00:00 in r - Stack Overflow - Google Chrome","2023-05-09T19:37:04.0000000","2023-05-09T19:37:31.0000000","0:00:27","Google Chrome"
"excesoMortalidad - main - RStudio","2023-05-09T19:37:31.0000000","2023-05-09T19:40:38.0000000","0:03:07","RStudio"
"dataframe - changing date/time variable to time that starts at 00:00:00 in r - Stack Overflow - Google Chrome","2023-05-09T19:40:38.0000000","2023-05-09T19:41:08.0000000","0:00:30","Google Chrome"
"dataframe - changing date/time variable to time that starts at 00:00:00 in r - Stack Overflow - Google Chrome","2023-05-09T19:41:08.0000000","2023-05-09T19:41:22.0000000","0:00:14","Google Chrome"
"r mutate variable time 00:00:00 - Buscar con Google - Google Chrome","2023-05-09T19:41:22.0000000","2023-05-09T19:41:41.0000000","0:00:19","Google Chrome"
"16 Dates and times | R for Data Science - Google Chrome","2023-05-09T19:41:41.0000000","2023-05-09T19:44:48.0000000","0:03:07","Google Chrome"
"Nueva pestaña - Google Chrome","2023-05-09T19:44:48.0000000","2023-05-09T19:44:56.0000000","0:00:08","Google Chrome"
"Búsqueda","2023-05-09T19:44:56.0000000","2023-05-09T19:45:32.0000000","0:00:36","Microsoft® Windows® Operating System"
"Nueva pestaña - Google Chrome","2023-05-09T19:45:32.0000000","2023-05-09T19:45:39.0000000","0:00:07","Google Chrome"
"Mi unidad - Google Drive - Google Chrome","2023-05-09T19:45:39.0000000","2023-05-09T19:45:52.0000000","0:00:13","Google Chrome"
"Compartidos conmigo - Google Drive - Google Chrome","2023-05-09T19:45:52.0000000","2023-05-09T19:46:03.0000000","0:00:11","Google Chrome"
"CURSO EPIDEMIOLOGÍA 2023 - Google Drive - Google Chrome","2023-05-09T19:46:03.0000000","2023-05-09T19:46:17.0000000","0:00:14","Google Chrome"
"Compartidos conmigo - Google Drive - Google Chrome","2023-05-09T19:46:17.0000000","2023-05-09T19:46:47.0000000","0:00:30","Google Chrome"
"Mi unidad - Google Drive - Google Chrome","2023-05-09T19:46:47.0000000","2023-05-09T19:47:19.0000000","0:00:32","Google Chrome"
"Nueva pestaña - Google Chrome","2023-05-09T19:47:19.0000000","2023-05-09T19:47:27.0000000","0:00:08","Google Chrome"
"john snow publication - Buscar con Google - Google Chrome","2023-05-09T19:47:27.0000000","2023-05-09T19:48:00.0000000","0:00:33","Google Chrome"
"John Snow - The Lancet - Google Chrome","2023-05-09T19:48:00.0000000","2023-05-09T19:48:07.0000000","0:00:07","Google Chrome"
"Mapping disease: John Snow and Cholera — Royal College of Surgeons - Google Chrome","2023-05-09T19:48:07.0000000","2023-05-09T19:48:12.0000000","0:00:05","Google Chrome"
"john snow publication - Buscar con Google - Google Chrome","2023-05-09T19:48:12.0000000","2023-05-09T19:48:22.0000000","0:00:10","Google Chrome"
"john snow paper pdf - Buscar con Google - Google Chrome","2023-05-09T19:48:22.0000000","2023-05-09T19:48:48.0000000","0:00:26","Google Chrome"
"Mi unidad - Google Drive - Google Chrome","2023-05-09T19:48:48.0000000","2023-05-09T19:48:58.0000000","0:00:10","Google Chrome"
"Descargas","2023-05-09T19:48:58.0000000","2023-05-09T19:49:21.0000000","0:00:23","Sistema operativo Microsoft® Windows®"
"Google Drive - Google Chrome","2023-05-09T19:49:21.0000000","2023-05-09T19:49:26.0000000","0:00:05","Google Chrome"
"Mi unidad - Google Drive - Google Chrome","2023-05-09T19:49:26.0000000","2023-05-09T19:49:37.0000000","0:00:11","Google Chrome"
"Compartidos conmigo - Google Drive - Google Chrome","2023-05-09T19:49:37.0000000","2023-05-09T19:50:20.0000000","0:00:43","Google Chrome"
"Velen Pennini - Google Drive - Google Chrome","2023-05-09T19:50:20.0000000","2023-05-09T19:50:44.0000000","0:00:24","Google Chrome"
"Este es el TP 1 / velenp | Observable - Google Chrome","2023-05-09T19:50:44.0000000","2023-05-09T19:50:56.0000000","0:00:12","Google Chrome"
"Mi unidad - Google Drive - Google Chrome","2023-05-09T20:13:30.0000000","2023-05-09T20:13:35.0000000","0:00:05","Google Chrome"
"Examples - Apache ECharts - Google Chrome","2023-05-09T20:13:35.0000000","2023-05-09T20:13:41.0000000","0:00:06","Google Chrome"
"Vega Editor - Google Chrome","2023-05-09T20:13:41.0000000","2023-05-09T20:13:47.0000000","0:00:06","Google Chrome"
"Nueva pestaña - Google Chrome","2023-05-09T20:13:47.0000000","2023-05-09T20:13:57.0000000","0:00:10","Google Chrome"
"academico - Buscar con Google - Google Chrome","2023-05-09T20:13:57.0000000","2023-05-09T20:14:03.0000000","0:00:06","Google Chrome"
"Google Académico - Google Chrome","2023-05-09T20:14:03.0000000","2023-05-09T20:14:09.0000000","0:00:06","Google Chrome"
"jon snow - Google Académico - Google Chrome","2023-05-09T20:14:09.0000000","2023-05-09T20:14:16.0000000","0:00:07","Google Chrome"
"john snow cholera - Google Académico - Google Chrome","2023-05-09T20:14:16.0000000","2023-05-09T20:14:35.0000000","0:00:19","Google Chrome"
"On the Mode of Communication of Cholera - PMC - Google Chrome","2023-05-09T20:14:35.0000000","2023-05-09T20:14:53.0000000","0:00:18","Google Chrome"
"On the Mode of Communication of Cholera - Google Chrome","2023-05-09T20:14:53.0000000","2023-05-09T20:15:06.0000000","0:00:13","Google Chrome"
"john snow cholera - Google Académico - Google Chrome","2023-05-09T20:15:06.0000000","2023-05-09T20:15:17.0000000","0:00:11","Google Chrome"
"Cholera and the Water Supply in the South Districts of London in 1854 - PMC - Google Chrome","2023-05-09T20:15:17.0000000","2023-05-09T20:15:27.0000000","0:00:10","Google Chrome"
"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6004154/pdf/jphsanitrev74187-0047.pdf - Google Chrome","2023-05-09T20:15:27.0000000","2023-05-09T20:15:34.0000000","0:00:07","Google Chrome"
"john snow cholera - Google Académico - Google Chrome","2023-05-09T20:15:34.0000000","2023-05-09T20:15:42.0000000","0:00:08","Google Chrome"
"Cholera and the Water Supply in the South Districts of London in 1854 - Google Chrome","2023-05-09T20:15:42.0000000","2023-05-09T20:16:08.0000000","0:00:26","Google Chrome"
"* ecd-2023-05 - infovis-itba - Slack","2023-05-09T20:16:08.0000000","2023-05-09T20:16:13.0000000","0:00:05","Slack"
"ecd-2023-05 - infovis-itba - Slack","2023-05-09T20:16:13.0000000","2023-05-09T20:16:41.0000000","0:00:28","Slack"
"On the Mode of Communication of Cholera - Google Chrome","2023-05-09T20:16:41.0000000","2023-05-09T20:16:59.0000000","0:00:18","Google Chrome"
"john snow cholera - Google Académico - Google Chrome","2023-05-09T20:16:59.0000000","2023-05-09T20:17:09.0000000","0:00:10","Google Chrome"
"john snow cholera original document - Google Académico - Google Chrome","2023-05-09T20:17:09.0000000","2023-05-09T20:17:27.0000000","0:00:18","Google Chrome"
"Objetos en R: Fechas y horas - Google Chrome","2023-05-09T20:17:27.0000000","2023-05-09T20:17:33.0000000","0:00:06","Google Chrome"
"Objetos en R: Fechas y horas - Google Chrome","2023-05-09T20:17:33.0000000","2023-05-09T20:17:51.0000000","0:00:18","Google Chrome"
"Cholera and the Water Supply in the South Districts of London in 1854 - Google Chrome","2023-05-09T20:17:51.0000000","2023-05-09T20:18:17.0000000","0:00:26","Google Chrome"
"Objetos en R: Fechas y horas - Google Chrome","2023-05-09T20:18:17.0000000","2023-05-09T20:18:24.0000000","0:00:07","Google Chrome"
"john snow paper original - Buscar con Google - Google Chrome","2023-05-09T20:18:24.0000000","2023-05-09T20:18:30.0000000","0:00:06","Google Chrome"
"John Snow | Publications - Google Chrome","2023-05-09T20:18:30.0000000","2023-05-09T20:19:28.0000000","0:00:58","Google Chrome"
"On the origin of the recent outbreak of cholera at West Ham - Google Chrome","2023-05-09T20:19:28.0000000","2023-05-09T20:19:47.0000000","0:00:19","Google Chrome"
"On the outbreak of cholera at Abbey-Row, West Ham - Google Chrome","2023-05-09T20:19:47.0000000","2023-05-09T20:20:10.0000000","0:00:23","Google Chrome"
"John Snow | CWS - Google Chrome","2023-05-09T20:20:10.0000000","2023-05-09T20:20:16.0000000","0:00:06","Google Chrome"
"John Snow | CWS - Google Chrome","2023-05-09T20:20:16.0000000","2023-05-09T20:20:26.0000000","0:00:10","Google Chrome"
"John Snow | Publications - Google Chrome","2023-05-09T20:20:26.0000000","2023-05-09T20:20:31.0000000","0:00:05","Google Chrome"
"john snow paper original - Buscar con Google - Google Chrome","2023-05-09T20:20:31.0000000","2023-05-09T20:20:45.0000000","0:00:14","Google Chrome"
"Cholera and the Pump on Broad Street: The Life and Legacy of John Snow on JSTOR - Google Chrome","2023-05-09T20:20:45.0000000","2023-05-09T20:20:56.0000000","0:00:11","Google Chrome"
"On the origin of the recent outbreak of cholera at West Ham - Google Chrome","2023-05-09T20:20:56.0000000","2023-05-09T20:21:05.0000000","0:00:09","Google Chrome"
"john snow cholera original document - Google Académico - Google Chrome","2023-05-09T20:21:05.0000000","2023-05-09T20:21:17.0000000","0:00:12","Google Chrome"
"john snow cholera map - Google Académico - Google Chrome","2023-05-09T20:21:17.0000000","2023-05-09T20:21:34.0000000","0:00:17","Google Chrome"
"john snow - Google Académico - Google Chrome","2023-05-09T20:21:34.0000000","2023-05-09T20:21:57.0000000","0:00:23","Google Chrome"
"john snow - Google Académico - Google Chrome","2023-05-09T20:21:57.0000000","2023-05-09T20:22:12.0000000","0:00:15","Google Chrome"
"Redalyc.Sobre el modo de transmisión del cólera - Google Chrome","2023-05-09T20:22:12.0000000","2023-05-09T20:22:24.0000000","0:00:12","Google Chrome"
"ecd-2023-05 - infovis-itba - Slack","2023-05-09T20:22:24.0000000","2023-05-09T20:22:39.0000000","0:00:15","Slack"
"Cholera and the Water Supply in the South Districts of London in 1854 - PMC - Google Chrome","2023-05-09T20:22:39.0000000","2023-05-09T20:23:04.0000000","0:00:25","Google Chrome"
"ecd-2023-05 - infovis-itba - Slack","2023-05-09T20:23:04.0000000","2023-05-09T20:23:28.0000000","0:00:24","Slack"
"Cholera and the Water Supply in the South Districts of London in 1854 - PMC - Google Chrome","2023-05-09T20:23:28.0000000","2023-05-09T20:23:37.0000000","0:00:09","Google Chrome"
"Vega Editor - Google Chrome","2023-05-09T20:23:37.0000000","2023-05-09T20:24:09.0000000","0:00:32","Google Chrome"
"excesoMortalidad - main - RStudio","2023-05-09T20:24:09.0000000","2023-05-09T20:24:40.0000000","0:00:31","RStudio"
"Nueva pestaña - Google Chrome","2023-05-09T20:24:40.0000000","2023-05-09T20:25:01.0000000","0:00:21","Google Chrome"
"lubridate transform time to hms format - Buscar con Google - Google Chrome","2023-05-09T20:25:01.0000000","2023-05-09T20:25:06.0000000","0:00:05","Google Chrome"
"lubridate transform time to hms format in r - Buscar con Google - Google Chrome","2023-05-09T20:25:06.0000000","2023-05-09T20:25:13.0000000","0:00:07","Google Chrome"
"lubridate - converting to hh:mm:ss format in r - Stack Overflow - Google Chrome","2023-05-09T20:25:13.0000000","2023-05-09T20:25:48.0000000","0:00:35","Google Chrome"
"lubridate transform time to hms format in r - Buscar con Google - Google Chrome","2023-05-09T20:25:48.0000000","2023-05-09T20:26:07.0000000","0:00:19","Google Chrome"
"datetime - Converting format %H %M %S (no leading 0s) to HH:MM:SS in r - Stack Overflow - Google Chrome","2023-05-09T20:26:07.0000000","2023-05-09T20:26:48.0000000","0:00:41","Google Chrome"
"excess mortality method covid defining limits - Google Académico - Google Chrome","2023-05-09T20:26:48.0000000","2023-05-09T20:26:53.0000000","0:00:05","Google Chrome"
"datetime - Converting format %H %M %S (no leading 0s) to HH:MM:SS in r - Stack Overflow - Google Chrome","2023-05-09T20:26:53.0000000","2023-05-09T20:27:01.0000000","0:00:08","Google Chrome"
"lubridate transform time to hms format in r - Buscar con Google - Google Chrome","2023-05-09T20:27:01.0000000","2023-05-09T20:27:16.0000000","0:00:15","Google Chrome"
"r - Convert time in hours from numeric to HMS format - Stack Overflow - Google Chrome","2023-05-09T20:27:16.0000000","2023-05-09T20:28:04.0000000","0:00:48","Google Chrome"
"r - Convert time in hours from numeric to HMS format - Stack Overflow - Google Chrome","2023-05-09T20:28:04.0000000","2023-05-09T20:28:14.0000000","0:00:10","Google Chrome"
"convert hms format to numeric format in hours r - Buscar con Google - Google Chrome","2023-05-09T20:28:14.0000000","2023-05-09T20:28:21.0000000","0:00:07","Google Chrome"
"date - Converting time (hh:mm:ss) to decimal values in R - Stack Overflow - Google Chrome","2023-05-09T20:28:21.0000000","2023-05-09T20:29:14.0000000","0:00:53","Google Chrome"
"convert hms format to numeric format in hours r - Buscar con Google - Google Chrome","2023-05-09T20:29:14.0000000","2023-05-09T20:29:24.0000000","0:00:10","Google Chrome"
"Convert hms Object into Numeric Seconds in R (lubridate Example) - Google Chrome","2023-05-09T20:29:24.0000000","2023-05-09T20:30:01.0000000","0:00:37","Google Chrome"
"excesoMortalidad - main - RStudio","2023-05-09T20:30:01.0000000","2023-05-09T20:33:03.0000000","0:03:02","RStudio"
"ManicTime - Estándar (gratis)","2023-05-09T20:33:03.0000000","2023-05-09T20:33:12.0000000","0:00:09","ManicTime"
"Importar y Exportar","2023-05-09T20:33:12.0000000","2023-05-09T20:33:19.0000000","0:00:07","ManicTime"
"Confirmar Guardar como","2023-05-09T20:33:19.0000000","2023-05-09T20:33:25.0000000","0:00:06","ManicTime"
"base.TP - Excel","2023-05-09T20:33:25.0000000","2023-05-09T20:33:34.0000000","0:00:09","Microsoft Excel"
"Guardar como","2023-05-09T20:33:34.0000000","2023-05-09T20:33:40.0000000","0:00:06","ManicTime"
"Importar y Exportar","2023-05-09T20:33:40.0000000","2023-05-09T20:33:46.0000000","0:00:06","ManicTime"
"excesoMortalidad - main - RStudio","2023-05-09T20:33:46.0000000","2023-05-09T20:34:52.0000000","0:01:06","RStudio"
"Convert hms Object into Numeric Seconds in R (lubridate Example) - Google Chrome","2023-05-09T20:34:52.0000000","2023-05-09T20:35:30.0000000","0:00:38","Google Chrome"
"excesoMortalidad - main - RStudio","2023-05-09T20:35:30.0000000","2023-05-09T20:39:59.0000000","0:04:29","RStudio"
"La batería se está agotando.","2023-05-09T20:39:59.0000000","2023-05-09T20:40:17.0000000","0:00:18","File Picker UI Host"
"excesoMortalidad - main - RStudio","2023-05-09T22:25:14.0000000","2023-05-09T22:25:28.0000000","0:00:14","RStudio"
"RStudio: Review Changes","2023-05-09T22:25:28.0000000","2023-05-09T22:25:34.0000000","0:00:06","RStudio"
"RStudio: Review Changes","2023-05-10T09:54:09.0000000","2023-05-10T09:54:54.0000000","0:00:45","RStudio"
"excesoMortalidad - main - RStudio","2023-05-10T09:54:54.0000000","2023-05-10T09:55:00.0000000","0:00:06","RStudio"
"Save File - Untitled1","2023-05-10T09:55:00.0000000","2023-05-10T09:55:23.0000000","0:00:23","RStudio"
"excesoMortalidad - main - RStudio","2023-05-10T09:55:23.0000000","2023-05-10T09:55:53.0000000","0:00:30","RStudio"
"Sistema operativo Microsoft® Windows®","2023-05-10T09:55:53.0000000","2023-05-10T09:55:58.0000000","0:00:05","Sistema operativo Microsoft® Windows®"
"Copia de CIIPS_exceso_mrtalidad - Presentaciones de Google - Google Chrome","2023-05-10T09:55:58.0000000","2023-05-10T09:56:12.0000000","0:00:14","Google Chrome"
"Cisco Jabber Application","2023-05-10T09:56:12.0000000","2023-05-10T09:56:20.0000000","0:00:08","Cisco Jabber Application"
"CIIPS_exceso_mrtalidad REUNION LUNES - Presentaciones de Google - Google Chrome","2023-05-10T09:56:20.0000000","2023-05-10T09:56:42.0000000","0:00:22","Google Chrome"
"CIIPS_exceso_mrtalidad REUNION LUNES - Presentaciones de Google - Google Chrome","2023-05-10T09:56:42.0000000","2023-05-10T09:56:59.0000000","0:00:17","Google Chrome"
"CIIPS_exceso_mrtalidad REUNION LUNES - Presentaciones de Google - Google Chrome","2023-05-10T09:56:59.0000000","2023-05-10T09:57:47.0000000","0:00:48","Google Chrome"
"Nueva pestaña - Google Chrome","2023-05-10T09:57:47.0000000","2023-05-10T09:57:54.0000000","0:00:07","Google Chrome"
"datos abiertos argentina - Buscar con Google - Google Chrome","2023-05-10T09:57:54.0000000","2023-05-10T09:58:02.0000000","0:00:08","Google Chrome"
"Datos Argentina - Google Chrome","2023-05-10T09:58:02.0000000","2023-05-10T09:58:16.0000000","0:00:14","Google Chrome"
"CIIPS_exceso_mrtalidad REUNION LUNES - Presentaciones de Google - Google Chrome","2023-05-10T09:58:16.0000000","2023-05-10T10:00:49.0000000","0:02:33","Google Chrome"
"Datos Argentina - Datos - Google Chrome","2023-05-10T10:00:49.0000000","2023-05-10T10:01:14.0000000","0:00:25","Google Chrome"
"CIIPS_exceso_mrtalidad REUNION LUNES - Presentaciones de Google - Google Chrome","2023-05-10T10:01:14.0000000","2023-05-10T10:01:21.0000000","0:00:07","Google Chrome"
"Datos Argentina - Datos - Google Chrome","2023-05-10T10:01:21.0000000","2023-05-10T10:01:42.0000000","0:00:21","Google Chrome"
"Búsqueda","2023-05-10T10:01:42.0000000","2023-05-10T10:01:48.0000000","0:00:06","Microsoft® Windows® Operating System"
"Herramienta Recortes","2023-05-10T10:01:48.0000000","2023-05-10T10:01:56.0000000","0:00:08","Snipping Tool"
"Recortes de pantalla","2023-05-10T10:01:56.0000000","2023-05-10T10:02:02.0000000","0:00:06","Microsoft® Windows® Operating System"
"Herramienta Recortes","2023-05-10T10:02:02.0000000","2023-05-10T10:02:12.0000000","0:00:10","Snipping Tool"
"IECS - Calendar - Semana del 7 de mayo de 2023 - Google Chrome","2023-05-10T10:02:12.0000000","2023-05-10T10:02:17.0000000","0:00:05","Google Chrome"
"CIIPS_exceso_mrtalidad REUNION LUNES - Presentaciones de Google - Google Chrome","2023-05-10T10:02:17.0000000","2023-05-10T10:02:23.0000000","0:00:06","Google Chrome"
"Datos Argentina - Datos - Google Chrome","2023-05-10T10:02:23.0000000","2023-05-10T10:02:30.0000000","0:00:07","Google Chrome"
"Herramienta Recortes","2023-05-10T10:02:30.0000000","2023-05-10T10:02:45.0000000","0:00:15","Snipping Tool"
"CIIPS_exceso_mrtalidad REUNION LUNES - Presentaciones de Google - Google Chrome","2023-05-10T10:02:45.0000000","2023-05-10T10:05:25.0000000","0:02:40","Google Chrome"
"CIIPS_exceso_mrtalidad REUNION LUNES - Presentaciones de Google - Google Chrome","2023-05-10T10:05:25.0000000","2023-05-10T10:05:30.0000000","0:00:05","Google Chrome"
"CIIPS_exceso_mrtalidad REUNION LUNES - Presentaciones de Google - Google Chrome","2023-05-10T10:05:30.0000000","2023-05-10T10:05:44.0000000","0:00:14","Google Chrome"
"Nueva pestaña - Google Chrome","2023-05-10T10:05:44.0000000","2023-05-10T10:05:51.0000000","0:00:07","Google Chrome"
"series de tiempo - Buscar con Google - Google Chrome","2023-05-10T10:05:51.0000000","2023-05-10T10:06:17.0000000","0:00:26","Google Chrome"
"series de tiempo arima prophet - Buscar con Google - Google Chrome","2023-05-10T10:06:17.0000000","2023-05-10T10:06:42.0000000","0:00:25","Google Chrome"
"Algoritmo Prophet - Amazon Forecast - Google Chrome","2023-05-10T10:06:42.0000000","2023-05-10T10:07:10.0000000","0:00:28","Google Chrome"
"Series de Tiempo - Google Chrome","2023-05-10T10:07:10.0000000","2023-05-10T10:07:45.0000000","0:00:35","Google Chrome"
"Nueva pestaña - Google Chrome","2023-05-10T10:07:45.0000000","2023-05-10T10:07:51.0000000","0:00:06","Google Chrome"
"xgboost r - Búsqueda de Google - Google Chrome","2023-05-10T10:07:51.0000000","2023-05-10T10:08:08.0000000","0:00:17","Google Chrome"
"xgboost r package - Búsqueda de Google - Google Chrome","2023-05-10T10:08:08.0000000","2023-05-10T10:08:43.0000000","0:00:35","Google Chrome"
"tidymodels xgboos - Búsqueda de Google - Google Chrome","2023-05-10T10:08:43.0000000","2023-05-10T10:08:48.0000000","0:00:05","Google Chrome"
"tidymodels xgboost - Buscar con Google - Google Chrome","2023-05-10T10:08:48.0000000","2023-05-10T10:09:01.0000000","0:00:13","Google Chrome"
"Boosted trees via xgboost — details_boost_tree_xgboost • parsnip - Google Chrome","2023-05-10T10:09:01.0000000","2023-05-10T10:09:10.0000000","0:00:09","Google Chrome"
"tidymodels xgboost - Buscar con Google - Google Chrome","2023-05-10T10:09:10.0000000","2023-05-10T10:09:15.0000000","0:00:05","Google Chrome"
"Using XGBoost with Tidymodels | R-bloggers - Google Chrome","2023-05-10T10:09:15.0000000","2023-05-10T10:13:49.0000000","0:04:34","Google Chrome"
"Cisco Jabber Application","2023-05-10T10:13:49.0000000","2023-05-10T10:13:59.0000000","0:00:10","Cisco Jabber Application"
"Using XGBoost with Tidymodels | R-bloggers - Google Chrome","2023-05-10T10:13:59.0000000","2023-05-10T10:15:13.0000000","0:01:14","Google Chrome"
"tidymodels xgboost - Buscar con Google - Google Chrome","2023-05-10T10:15:13.0000000","2023-05-10T10:15:19.0000000","0:00:06","Google Chrome"
"tidymodels tutrial - Buscar con Google - Google Chrome","2023-05-10T10:15:19.0000000","2023-05-10T10:15:25.0000000","0:00:06","Google Chrome"
"tidymodels tutorial - Buscar con Google - Google Chrome","2023-05-10T10:15:25.0000000","2023-05-10T10:15:30.0000000","0:00:05","Google Chrome"
"Cisco Jabber Application","2023-05-10T10:15:30.0000000","2023-05-10T10:15:36.0000000","0:00:06","Cisco Jabber Application"
"Get Started - Build a model - Google Chrome","2023-05-10T10:15:36.0000000","2023-05-10T10:15:53.0000000","0:00:17","Google Chrome"
"https://www.tidymodels.org/start/case-study/ - Google Chrome","2023-05-10T10:15:53.0000000","2023-05-10T10:15:58.0000000","0:00:05","Google Chrome"
"Get Started - A predictive modeling case study - Google Chrome","2023-05-10T10:15:58.0000000","2023-05-10T10:16:43.0000000","0:00:45","Google Chrome"
"Using XGBoost with Tidymodels | R-bloggers - Google Chrome","2023-05-10T10:16:43.0000000","2023-05-10T10:16:52.0000000","0:00:09","Google Chrome"
"Boosted trees via xgboost — details_boost_tree_xgboost • parsnip - Google Chrome","2023-05-10T10:16:52.0000000","2023-05-10T10:17:01.0000000","0:00:09","Google Chrome"
