Name,Start,End,Duration,Process,,,
Conmutación de tareas,2023-05-05T12:56:10.0000000,2023-05-05T12:56:15.0000000,00:00:05,Sistema operativo Microsoft® Windows®,,,
Invitación: Posteos Exceso de mortalidad vie 5 may 2023 09:30 - 10:00 (ART) (velenpennini@gmail.com) - velenpennini@gmail.com - Gmail - Google Chrome,2023-05-05T12:56:15.0000000,2023-05-05T12:56:54.0000000,00:00:39,Google Chrome,,,
uruguay - main - RStudio,2023-05-05T12:56:54.0000000,2023-05-05T12:57:15.0000000,00:00:21,RStudio,,,
Invitación: Posteos Exceso de mortalidad vie 5 may 2023 09:30 - 10:00 (ART) (velenpennini@gmail.com) - velenpennini@gmail.com - Gmail - Google Chrome,2023-05-05T12:57:15.0000000,2023-05-05T12:58:13.0000000,00:00:58,Google Chrome,,,
uruguay - main - RStudio,2023-05-05T12:58:13.0000000,2023-05-05T12:59:11.0000000,00:00:58,RStudio,,,
Invitación: Posteos Exceso de mortalidad vie 5 may 2023 09:30 - 10:00 (ART) (velenpennini@gmail.com) - velenpennini@gmail.com - Gmail - Google Chrome,2023-05-05T12:59:11.0000000,2023-05-05T12:59:46.0000000,00:00:35,Google Chrome,,,
uruguay - main - RStudio,2023-05-05T12:59:46.0000000,2023-05-05T13:00:12.0000000,00:00:26,RStudio,,,
Invitación: Posteos Exceso de mortalidad vie 5 may 2023 09:30 - 10:00 (ART) (velenpennini@gmail.com) - velenpennini@gmail.com - Gmail - Google Chrome,2023-05-05T13:00:12.0000000,2023-05-05T13:01:03.0000000,00:00:51,Google Chrome,,,
uruguay - main - RStudio,2023-05-05T13:01:03.0000000,2023-05-05T13:01:27.0000000,00:00:24,RStudio,,,
Invitación: Posteos Exceso de mortalidad vie 5 may 2023 09:30 - 10:00 (ART) (velenpennini@gmail.com) - velenpennini@gmail.com - Gmail - Google Chrome,2023-05-05T13:01:27.0000000,2023-05-05T13:02:30.0000000,00:01:03,Google Chrome,,,
uruguay - main - RStudio,2023-05-05T13:02:30.0000000,2023-05-05T13:02:47.0000000,00:00:17,RStudio,,,
Invitación: Posteos Exceso de mortalidad vie 5 may 2023 09:30 - 10:00 (ART) (velenpennini@gmail.com) - velenpennini@gmail.com - Gmail - Google Chrome,2023-05-05T13:02:47.0000000,2023-05-05T13:03:11.0000000,00:00:24,Google Chrome,,,
(6) WhatsApp - Google Chrome,2023-05-05T13:03:11.0000000,2023-05-05T13:06:27.0000000,00:03:16,Google Chrome,,,
(5) WhatsApp - Google Chrome,2023-05-05T13:06:27.0000000,2023-05-05T13:06:32.0000000,00:00:05,Google Chrome,,,
Chat | Microsoft Teams,2023-05-05T13:06:32.0000000,2023-05-05T13:06:38.0000000,00:00:06,Microsoft Teams,,,
(5) WhatsApp - Google Chrome,2023-05-05T13:06:38.0000000,2023-05-05T13:10:22.0000000,00:03:44,Google Chrome,,,
(4) WhatsApp - Google Chrome,2023-05-05T13:10:22.0000000,2023-05-05T13:11:31.0000000,00:01:09,Google Chrome,,,
(3) WhatsApp - Google Chrome,2023-05-05T13:11:31.0000000,2023-05-05T13:11:42.0000000,00:00:11,Google Chrome,,,
https://iecs.shinyapps.io/Uruguay/ - Google Chrome,2023-05-05T13:11:42.0000000,2023-05-05T13:11:48.0000000,00:00:06,Google Chrome,,,
Recibidos (11.641) - velenpennini@gmail.com - Gmail - Google Chrome,2023-05-05T13:11:48.0000000,2023-05-05T13:16:47.0000000,00:04:59,Google Chrome,,,
Sin título: Bloc de notas,2023-05-05T13:16:47.0000000,2023-05-05T13:17:26.0000000,00:00:39,Notepad,,,
*lirio de la: Bloc de notas,2023-05-05T13:17:26.0000000,2023-05-05T13:17:31.0000000,00:00:05,Notepad,,,
*lirio de la paz - sp: Bloc de notas,2023-05-05T13:17:31.0000000,2023-05-05T13:17:36.0000000,00:00:05,Notepad,,,
*lirio de la paz - spatiphilum: Bloc de notas,2023-05-05T13:17:36.0000000,2023-05-05T13:24:01.0000000,00:06:25,Notepad,,,
Recibidos (11.641) - velenpennini@gmail.com - Gmail - Google Chrome,2023-05-05T13:24:01.0000000,2023-05-05T13:24:09.0000000,00:00:08,Google Chrome,,,
(3) WhatsApp - Google Chrome,2023-05-05T13:24:09.0000000,2023-05-05T13:24:14.0000000,00:00:05,Google Chrome,,,
Recibidos (11.641) - velenpennini@gmail.com - Gmail - Google Chrome,2023-05-05T13:24:14.0000000,2023-05-05T13:24:19.0000000,00:00:05,Google Chrome,,,
(3) WhatsApp - Google Chrome,2023-05-05T13:24:19.0000000,2023-05-05T13:26:22.0000000,00:02:03,Google Chrome,,,
What should be the baseline when calculating excess mortality? New approaches suggest that we have underestimated the impact of the COVID-19 pandemic and previous winter peaks - ScienceDirect - Google Chrome,2023-05-05T13:26:22.0000000,2023-05-05T13:26:27.0000000,00:00:05,Google Chrome,,,
Announcing a major update to merTools | R-bloggers - Google Chrome,2023-05-05T13:26:27.0000000,2023-05-05T13:26:33.0000000,00:00:06,Google Chrome,,,
predictInterval function - RDocumentation - Google Chrome,2023-05-05T13:26:33.0000000,2023-05-05T13:26:38.0000000,00:00:05,Google Chrome,,,
Introducing ChatGPT - Google Chrome,2023-05-05T13:26:38.0000000,2023-05-05T13:27:09.0000000,00:00:31,Google Chrome,,,
Outliers detection in R - Stats and R - Google Chrome,2023-05-05T13:27:09.0000000,2023-05-05T13:27:14.0000000,00:00:05,Google Chrome,,,
Prediction intervals for Generalized Additive Models (GAMs) | Mikkel Meyer Andersen - Google Chrome,2023-05-05T13:27:14.0000000,2023-05-05T13:27:22.0000000,00:00:08,Google Chrome,,,
Recibidos (11.641) - velenpennini@gmail.com - Gmail - Google Chrome,2023-05-05T13:27:22.0000000,2023-05-05T13:27:33.0000000,00:00:11,Google Chrome,,,
Iovane, Lic. Agustina (ARG) | Microsoft Teams,2023-05-05T13:27:33.0000000,2023-05-05T13:27:41.0000000,00:00:08,Microsoft Teams,,
Calendario | Microsoft Teams,2023-05-05T13:27:41.0000000,2023-05-05T13:40:50.0000000,00:13:09,Microsoft Teams,,,
Nueva pestaña - Google Chrome,2023-05-05T13:40:50.0000000,2023-05-05T13:40:56.0000000,00:00:06,Google Chrome,,,
Hacemos periodismo - Infobae - Google Chrome,2023-05-05T13:40:56.0000000,2023-05-05T13:41:41.0000000,00:00:45,Google Chrome,,,
Hacemos periodismo - Infobae - Google Chrome,2023-05-05T13:41:41.0000000,2023-05-05T13:41:46.0000000,00:00:05,Google Chrome,,,
cristina - Buscar con Google - Google Chrome,2023-05-05T13:41:46.0000000,2023-05-05T13:41:51.0000000,00:00:05,Google Chrome,,,
cristina - Buscar con Google - Google Chrome,2023-05-05T13:41:51.0000000,2023-05-05T13:43:36.0000000,00:01:45,Google Chrome,,,
Aseguran que Cristina Kirchner será candidata en las PASO - Google Chrome,2023-05-05T13:43:36.0000000,2023-05-05T13:43:41.0000000,00:00:05,Google Chrome,,,
c5n en vivo - YouTube - Google Chrome,2023-05-05T13:43:41.0000000,2023-05-05T13:43:50.0000000,00:00:09,Google Chrome,,,
C5N EN VIVO | Toda la información en un solo lugar - Seguí la transmisión las 24 horas - YouTube - Google Chrome,2023-05-05T13:43:50.0000000,2023-05-05T13:43:58.0000000,00:00:08,Google Chrome,,,
cristina - Buscar con Google - Google Chrome,2023-05-05T13:43:58.0000000,2023-05-05T13:44:05.0000000,00:00:07,Google Chrome,,,
cristina - Buscar con Google - Google Chrome,2023-05-05T13:44:05.0000000,2023-05-05T13:44:47.0000000,00:00:42,Google Chrome,,,
El FdT, a la espera de una definición de Cristina Kirchner | La disputa interna en el oficialismo se profundiza ante la falta de definición de la Vicepresidenta | Página12 - Google Chrome,2023-05-05T13:44:47.0000000,2023-05-05T13:44:56.0000000,00:00:09,Google Chrome,,
Prediction Intervals from merMod Objects - Google Chrome,2023-05-05T13:44:56.0000000,2023-05-05T13:45:01.0000000,00:00:05,Google Chrome,,,
(3) WhatsApp - Google Chrome,2023-05-05T13:45:01.0000000,2023-05-05T13:45:08.0000000,00:00:07,Google Chrome,,,
Elsevier Enhanced Reader - Google Chrome,2023-05-05T13:45:08.0000000,2023-05-05T13:45:15.0000000,00:00:07,Google Chrome,,,
ecd-2023-05 - infovis-itba - Slack,2023-05-05T13:45:15.0000000,2023-05-05T13:45:27.0000000,00:00:12,Slack,,,
uruguay - main - RStudio,2023-05-05T13:45:27.0000000,2023-05-05T13:45:34.0000000,00:00:07,RStudio,,,
(3) WhatsApp - Google Chrome,2023-05-05T13:45:34.0000000,2023-05-05T13:51:02.0000000,00:05:28,Google Chrome,,,
Outliers detection in R - Stats and R - Google Chrome,2023-05-05T13:51:02.0000000,2023-05-05T13:51:16.0000000,00:00:14,Google Chrome,,,
(3) WhatsApp - Google Chrome,2023-05-05T13:51:16.0000000,2023-05-05T13:52:13.0000000,00:00:57,Google Chrome,,,
Outliers detection in R - Stats and R - Google Chrome,2023-05-05T13:52:13.0000000,2023-05-05T13:52:20.0000000,00:00:07,Google Chrome,,,
(3) WhatsApp - Google Chrome,2023-05-05T13:52:20.0000000,2023-05-05T13:52:40.0000000,00:00:20,Google Chrome,,,
Calendario | Microsoft Teams,2023-05-05T13:52:40.0000000,2023-05-05T13:52:46.0000000,00:00:06,Microsoft Teams,,,
(4) WhatsApp - Google Chrome,2023-05-05T13:52:46.0000000,2023-05-05T13:52:51.0000000,00:00:05,Google Chrome,,,
(3) WhatsApp - Google Chrome,2023-05-05T13:52:51.0000000,2023-05-05T13:53:27.0000000,00:00:36,Google Chrome,,,
uruguay/app.R at main · agsantoro/uruguay - Google Chrome,2023-05-05T13:53:27.0000000,2023-05-05T13:53:32.0000000,00:00:05,Google Chrome,,,
Microsoft Teams | Microsoft Teams,2023-05-05T13:53:32.0000000,2023-05-05T13:53:37.0000000,00:00:05,Microsoft Teams,,,
OPS/OMS: Reunión: Presentación fin de Proyecto de mejora de Módulos ESAVI y NOMIVAC en SISA | Microsoft Teams,2023-05-05T13:53:37.0000000,2023-05-05T13:58:18.0000000,00:04:41,Microsoft Teams,,,
Bandeja de entrada - penninivel@paho.org - Outlook,2023-05-05T13:58:18.0000000,2023-05-05T13:58:34.0000000,00:00:16,Microsoft Outlook,,,
OPS/OMS: Reunión: Presentación fin de Proyecto de mejora de Módulos ESAVI y NOMIVAC en SISA | Microsoft Teams,2023-05-05T13:58:34.0000000,2023-05-05T14:01:20.0000000,00:02:46,Microsoft Teams,,,
Calendario | Microsoft Teams,2023-05-05T14:01:20.0000000,2023-05-05T14:01:26.0000000,00:00:06,Microsoft Teams,,,
OPS/OMS: Reunión: Presentación fin de Proyecto de mejora de Módulos ESAVI y NOMIVAC en SISA | Microsoft Teams,2023-05-05T14:01:26.0000000,2023-05-05T14:02:34.0000000,00:01:08,Microsoft Teams,,,
Iovane, Lic. Agustina (ARG) | Microsoft Teams,2023-05-05T14:02:34.0000000,2023-05-05T14:02:44.0000000,00:00:10,Microsoft Teams,,
Marquiño, Dr. Wilmer (ARG) | Microsoft Teams,2023-05-05T14:02:44.0000000,2023-05-05T14:03:03.0000000,00:00:19,Microsoft Teams,,
OPS/OMS: Reunión: Presentación fin de Proyecto de mejora de Módulos ESAVI y NOMIVAC en SISA | Microsoft Teams,2023-05-05T14:03:03.0000000,2023-05-05T14:03:54.0000000,00:00:51,Microsoft Teams,,,
Marquiño, Dr. Wilmer (ARG) | Microsoft Teams,2023-05-05T14:03:54.0000000,2023-05-05T14:04:03.0000000,00:00:09,Microsoft Teams,,
OPS/OMS: Reunión: Presentación fin de Proyecto de mejora de Módulos ESAVI y NOMIVAC en SISA | Microsoft Teams,2023-05-05T14:04:03.0000000,2023-05-05T14:04:28.0000000,00:00:25,Microsoft Teams,,,
Marquiño, Dr. Wilmer (ARG) | Microsoft Teams,2023-05-05T14:04:28.0000000,2023-05-05T14:04:34.0000000,00:00:06,Microsoft Teams,,
OPS/OMS: Reunión: Presentación fin de Proyecto de mejora de Módulos ESAVI y NOMIVAC en SISA | Microsoft Teams,2023-05-05T14:04:34.0000000,2023-05-05T14:04:39.0000000,00:00:05,Microsoft Teams,,,
Marquiño, Dr. Wilmer (ARG) | Microsoft Teams,2023-05-05T14:04:39.0000000,2023-05-05T14:04:51.0000000,00:00:12,Microsoft Teams,,
OPS/OMS: Reunión: Presentación fin de Proyecto de mejora de Módulos ESAVI y NOMIVAC en SISA | Microsoft Teams,2023-05-05T14:04:51.0000000,2023-05-05T14:09:32.0000000,00:04:41,Microsoft Teams,,,
Cisco Jabber Application,2023-05-05T14:09:32.0000000,2023-05-05T14:11:44.0000000,00:02:12,Cisco Jabber Application,,,
OPS/OMS: Reunión: Presentación fin de Proyecto de mejora de Módulos ESAVI y NOMIVAC en SISA | Microsoft Teams,2023-05-05T14:11:44.0000000,2023-05-05T14:47:38.0000000,00:35:54,Microsoft Teams,,,
Cáceres, Analía (OS-) | Microsoft Teams,2023-05-05T14:47:38.0000000,2023-05-05T14:47:50.0000000,00:00:12,Microsoft Teams,,
OPS/OMS: Reunión: Presentación fin de Proyecto de mejora de Módulos ESAVI y NOMIVAC en SISA | Microsoft Teams,2023-05-05T14:47:50.0000000,2023-05-05T15:02:32.0000000,00:14:42,Microsoft Teams,,,
Amable recordatorio : Solicitud de facturación - Informe de avance de actividades N° 3 - implementación de la CIE-11 en Argentina - Mensaje (HTML) ,2023-05-05T15:02:32.0000000,2023-05-05T15:02:41.0000000,00:00:09,Microsoft Outlook,,,
Cáceres, Analía (OS-) | Microsoft Teams,2023-05-05T15:02:41.0000000,2023-05-05T15:02:47.0000000,00:00:06,Microsoft Teams,,
Pizzo, Sra. Sabrina (ARG) | Microsoft Teams,2023-05-05T15:02:47.0000000,2023-05-05T15:03:10.0000000,00:00:23,Microsoft Teams,,
OPS/OMS: Reunión: Presentación fin de Proyecto de mejora de Módulos ESAVI y NOMIVAC en SISA | Microsoft Teams,2023-05-05T15:03:10.0000000,2023-05-05T15:03:56.0000000,00:00:46,Microsoft Teams,,,
Pizzo, Sra. Sabrina (ARG) | Microsoft Teams,2023-05-05T15:03:56.0000000,2023-05-05T15:04:11.0000000,00:00:15,Microsoft Teams,,
OPS/OMS: Reunión: Presentación fin de Proyecto de mejora de Módulos ESAVI y NOMIVAC en SISA | Microsoft Teams,2023-05-05T15:04:11.0000000,2023-05-05T15:58:35.0000000,00:54:24,Microsoft Teams,,,
Cáceres, Analía (OS-) | Microsoft Teams,2023-05-05T15:58:35.0000000,2023-05-05T15:59:07.0000000,00:00:32,Microsoft Teams,,
OPS/OMS: Reunión: Presentación fin de Proyecto de mejora de Módulos ESAVI y NOMIVAC en SISA | Microsoft Teams,2023-05-05T15:59:07.0000000,2023-05-05T16:03:22.0000000,00:04:15,Microsoft Teams,,,
uruguay/app.R at main · agsantoro/uruguay - Google Chrome,2023-05-05T16:03:22.0000000,2023-05-05T16:05:18.0000000,00:01:56,Google Chrome,,,
Búsqueda,2023-05-05T16:05:18.0000000,2023-05-05T16:05:29.0000000,00:00:11,Microsoft® Windows® Operating System,,,
Calculadora,2023-05-05T16:05:29.0000000,2023-05-05T16:05:52.0000000,00:00:23,Calculadora,,,
(4) WhatsApp - Google Chrome,2023-05-05T16:05:52.0000000,2023-05-05T16:06:09.0000000,00:00:17,Google Chrome,,,
Cáceres, Analía (OS-) | Microsoft Teams,2023-05-05T16:06:09.0000000,2023-05-05T16:06:16.0000000,00:00:07,Microsoft Teams,,
Calendario | Microsoft Teams,2023-05-05T16:06:16.0000000,2023-05-05T16:06:25.0000000,00:00:09,Microsoft Teams,,,
(4) WhatsApp - Google Chrome,2023-05-05T16:06:25.0000000,2023-05-05T16:07:11.0000000,00:00:46,Google Chrome,,,
Meet: uhg-qftb-cpk - Google Chrome,2023-05-05T16:07:11.0000000,2023-05-05T16:17:26.0000000,00:10:15,Google Chrome,,,
Bandeja de entrada - penninivel@paho.org - Outlook,2023-05-05T16:17:26.0000000,2023-05-05T16:18:26.0000000,00:01:00,Microsoft Outlook,,,
Meet: uhg-qftb-cpk - Google Chrome,2023-05-05T16:18:26.0000000,2023-05-05T16:20:17.0000000,00:01:51,Google Chrome,,,
Tiene una tarea pendiente: Aprobación por Project Manager (Todos) - RCT23-00017900 para APO23-00001277 - Mensaje (HTML) ,2023-05-05T16:20:17.0000000,2023-05-05T16:20:24.0000000,00:00:07,Microsoft Outlook,,,
https://wd5.myworkday.com/paho/login-saml.htmld - Google Chrome,2023-05-05T16:20:24.0000000,2023-05-05T16:20:30.0000000,00:00:06,Google Chrome,,,
Workday paho - Google Chrome,2023-05-05T16:20:30.0000000,2023-05-05T16:20:36.0000000,00:00:06,Google Chrome,,,
Aprobación de nota de recepción - Workday - Google Chrome,2023-05-05T16:20:36.0000000,2023-05-05T16:20:51.0000000,00:00:15,Google Chrome,,,
(4) WhatsApp - Google Chrome,2023-05-05T16:20:51.0000000,2023-05-05T16:21:00.0000000,00:00:09,Google Chrome,,,
¡Correcto! Evento aprobado - Workday - Google Chrome,2023-05-05T16:21:00.0000000,2023-05-05T16:21:05.0000000,00:00:05,Google Chrome,,,
Nueva pestaña - Google Chrome,2023-05-05T16:21:05.0000000,2023-05-05T16:21:12.0000000,00:00:07,Google Chrome,,,
Bandeja de entrada - Workday - Google Chrome,2023-05-05T16:21:12.0000000,2023-05-05T16:21:20.0000000,00:00:08,Google Chrome,,,
Meet: uhg-qftb-cpk - Google Chrome,2023-05-05T16:21:20.0000000,2023-05-05T16:21:46.0000000,00:00:26,Google Chrome,,,
Centro de notificaciones,2023-05-05T16:21:46.0000000,2023-05-05T16:22:19.0000000,00:00:33,Windows Shell Experience Host,,,
Meet: uhg-qftb-cpk - Google Chrome,2023-05-05T16:22:19.0000000,2023-05-05T16:28:09.0000000,00:05:50,Google Chrome,,,
Centro de notificaciones,2023-05-05T16:28:09.0000000,2023-05-05T16:31:55.0000000,00:03:46,Windows Shell Experience Host,,,
Meet: uhg-qftb-cpk - Google Chrome,2023-05-05T16:31:55.0000000,2023-05-05T16:32:03.0000000,00:00:08,Google Chrome,,,
Centro de notificaciones,2023-05-05T16:32:03.0000000,2023-05-05T16:34:12.0000000,00:02:09,Windows Shell Experience Host,,,
Meet: uhg-qftb-cpk - Google Chrome,2023-05-05T16:34:12.0000000,2023-05-05T16:40:22.0000000,00:06:10,Google Chrome,,,
Calculadora,2023-05-05T16:40:22.0000000,2023-05-05T16:40:47.0000000,00:00:25,Calculadora,,,
Meet: uhg-qftb-cpk - Google Chrome,2023-05-05T16:40:47.0000000,2023-05-05T16:41:15.0000000,00:00:28,Google Chrome,,,
Calculadora,2023-05-05T16:41:15.0000000,2023-05-05T16:41:43.0000000,00:00:28,Calculadora,,,
Meet: uhg-qftb-cpk - Google Chrome,2023-05-05T16:41:43.0000000,2023-05-05T16:43:05.0000000,00:01:22,Google Chrome,,,
Nueva pestaña - Google Chrome,2023-05-05T16:43:05.0000000,2023-05-05T16:43:10.0000000,00:00:05,Google Chrome,,,
UN Operational Rates of Exchange - Rates - Google Chrome,2023-05-05T16:43:10.0000000,2023-05-05T16:43:36.0000000,00:00:26,Google Chrome,,,
Meet: uhg-qftb-cpk - Google Chrome,2023-05-05T16:43:36.0000000,2023-05-05T16:53:16.0000000,00:09:40,Google Chrome,,,
Bandeja de entrada - penninivel@paho.org - Outlook,2023-05-05T16:53:16.0000000,2023-05-05T16:54:20.0000000,00:01:04,Microsoft Outlook,,,
Meet: uhg-qftb-cpk - Google Chrome,2023-05-05T16:54:20.0000000,2023-05-05T17:00:07.0000000,00:05:47,Google Chrome,,,
Cisco Jabber Application,2023-05-05T17:44:05.0000000,2023-05-05T17:44:10.0000000,00:00:05,Cisco Jabber Application,,,
Google Meet - Google Chrome,2023-05-05T17:44:10.0000000,2023-05-05T17:44:18.0000000,00:00:08,Google Chrome,,,
UN Operational Rates of Exchange - Rates - Google Chrome,2023-05-05T17:44:18.0000000,2023-05-05T17:44:23.0000000,00:00:05,Google Chrome,,,
Recibidos (11.644) - velenpennini@gmail.com - Gmail - Google Chrome,2023-05-05T17:44:23.0000000,2023-05-05T17:44:55.0000000,00:00:32,Google Chrome,,,
Outliers detection in R - Stats and R - Google Chrome,2023-05-05T17:44:55.0000000,2023-05-05T17:45:00.0000000,00:00:05,Google Chrome,,,
Prediction Intervals from merMod Objects - Google Chrome,2023-05-05T17:45:00.0000000,2023-05-05T17:45:05.0000000,00:00:05,Google Chrome,,,
Bandeja de entrada - penninivel@paho.org - Outlook,2023-05-05T17:45:05.0000000,2023-05-05T17:45:10.0000000,00:00:05,Microsoft Outlook,,,
uruguay,2023-05-05T17:45:10.0000000,2023-05-05T17:45:17.0000000,00:00:07,Sistema operativo Microsoft® Windows®,,,
Recibidos (60) - vpennini@iecs.org.ar - Correo de IECS - Google Chrome,2023-05-05T17:45:17.0000000,2023-05-05T17:50:43.0000000,00:05:26,Google Chrome,,,
Recibidos (60) - vpennini@iecs.org.ar - Correo de IECS - Google Chrome,2023-05-05T17:58:35.0000000,2023-05-05T17:58:42.0000000,00:00:07,Google Chrome,,,
(3) WhatsApp - Google Chrome,2023-05-05T17:58:42.0000000,2023-05-05T17:58:48.0000000,00:00:06,Google Chrome,,,
academico - Buscar con Google - Google Chrome,2023-05-05T17:58:48.0000000,2023-05-05T17:58:56.0000000,00:00:08,Google Chrome,,,
Google Académico - Google Chrome,2023-05-05T17:58:56.0000000,2023-05-05T17:59:11.0000000,00:00:15,Google Chrome,,,
francisco chenisi mortalidad - Google Académico - Google Chrome,2023-05-05T17:59:11.0000000,2023-05-05T17:59:19.0000000,00:00:08,Google Chrome,,,
francisco chesini mortalidad - Google Académico - Google Chrome,2023-05-05T17:59:19.0000000,2023-05-05T17:59:37.0000000,00:00:18,Google Chrome,,,
Mortalidad asociada a eventos extremos de frío en Argentina, 2005-2015 - Google Chrome,2023-05-05T17:59:37.0000000,2023-05-05T17:59:54.0000000,00:00:17,Google Chrome,,
Recibidos (60) - vpennini@iecs.org.ar - Correo de IECS - Google Chrome,2023-05-05T17:59:54.0000000,2023-05-05T17:59:59.0000000,00:00:05,Google Chrome,,,
(3) WhatsApp - Google Chrome,2023-05-05T17:59:59.0000000,2023-05-05T18:00:05.0000000,00:00:06,Google Chrome,,,
Meet: eed-sykj-ozg - Google Chrome,2023-05-05T18:00:05.0000000,2023-05-05T18:03:10.0000000,00:03:05,Google Chrome,,,
1853-810X-rasp-10-41-28.pdf - Google Chrome,2023-05-05T18:03:10.0000000,2023-05-05T18:03:16.0000000,00:00:06,Google Chrome,,,
francisco chesini mortalidad - Google Académico - Google Chrome,2023-05-05T18:03:16.0000000,2023-05-05T18:03:27.0000000,00:00:11,Google Chrome,,,
1853-810X-rasp-10-41-28.pdf - Google Chrome,2023-05-05T18:03:27.0000000,2023-05-05T18:06:17.0000000,00:02:50,Google Chrome,,,
Meet: eed-sykj-ozg - Google Chrome,2023-05-05T18:06:17.0000000,2023-05-05T18:06:26.0000000,00:00:09,Google Chrome,,,
1853-810X-rasp-10-41-28.pdf - Google Chrome,2023-05-05T18:06:26.0000000,2023-05-05T18:07:26.0000000,00:01:00,Google Chrome,,,
Meet: eed-sykj-ozg - Google Chrome,2023-05-05T18:07:26.0000000,2023-05-05T18:07:32.0000000,00:00:06,Google Chrome,,,
1853-810X-rasp-10-41-28.pdf - Google Chrome,2023-05-05T18:07:32.0000000,2023-05-05T18:08:15.0000000,00:00:43,Google Chrome,,,
Meet: eed-sykj-ozg - Google Chrome,2023-05-05T18:08:15.0000000,2023-05-05T18:12:59.0000000,00:04:44,Google Chrome,,,
1853-810X-rasp-10-41-28.pdf - Google Chrome,2023-05-05T18:12:59.0000000,2023-05-05T18:13:10.0000000,00:00:11,Google Chrome,,,
Meet: eed-sykj-ozg - Google Chrome,2023-05-05T18:13:10.0000000,2023-05-05T18:17:29.0000000,00:04:19,Google Chrome,,,
1853-810X-rasp-10-41-28.pdf - Google Chrome,2023-05-05T18:17:29.0000000,2023-05-05T18:19:50.0000000,00:02:21,Google Chrome,,,
Meet: eed-sykj-ozg - Google Chrome,2023-05-05T18:19:50.0000000,2023-05-05T18:20:05.0000000,00:00:15,Google Chrome,,,
1853-810X-rasp-10-41-28.pdf - Google Chrome,2023-05-05T18:20:05.0000000,2023-05-05T18:22:05.0000000,00:02:00,Google Chrome,,,
Recibidos (11.644) - velenpennini@gmail.com - Gmail - Google Chrome,2023-05-05T18:22:05.0000000,2023-05-05T18:22:13.0000000,00:00:08,Google Chrome,,,
Recibidos (11.644) - velenpennini@gmail.com - Gmail - Google Chrome,2023-05-05T18:22:13.0000000,2023-05-05T18:22:18.0000000,00:00:05,Google Chrome,,,
Meet: eed-sykj-ozg - Google Chrome,2023-05-05T18:22:18.0000000,2023-05-05T18:23:22.0000000,00:01:04,Google Chrome,,,
Bandeja de entrada - penninivel@paho.org - Outlook,2023-05-05T18:23:22.0000000,2023-05-05T18:23:37.0000000,00:00:15,Microsoft Outlook,,,
Meet: eed-sykj-ozg - Google Chrome,2023-05-05T18:23:37.0000000,2023-05-05T18:29:31.0000000,00:05:54,Google Chrome,,,
Cáceres, Analía (OS-) | Microsoft Teams,2023-05-05T18:29:31.0000000,2023-05-05T18:29:56.0000000,00:00:25,Microsoft Teams,,
Meet: eed-sykj-ozg - Google Chrome,2023-05-05T18:29:56.0000000,2023-05-05T18:38:45.0000000,00:08:49,Google Chrome,,,
Recibidos (11.644) - velenpennini@gmail.com - Gmail - Google Chrome,2023-05-05T18:38:45.0000000,2023-05-05T18:38:56.0000000,00:00:11,Google Chrome,,,
Meet: eed-sykj-ozg - Google Chrome,2023-05-05T18:38:56.0000000,2023-05-05T19:15:05.0000000,00:36:09,Google Chrome,,,
«¿HABLO YO O PASA UN CARRO?» Parte 1: Escolares cada vez más brutos, robots cada vez más piolas – Vida y Socialismo - Google Chrome,2023-05-05T19:15:05.0000000,2023-05-05T19:15:11.0000000,00:00:06,Google Chrome,,
GPT-4 fingió ser una persona ciega para aprobar un test antibots - Google Chrome,2023-05-05T19:15:11.0000000,2023-05-05T19:15:34.0000000,00:00:23,Google Chrome,,,
Meet: eed-sykj-ozg - Google Chrome,2023-05-05T19:15:34.0000000,2023-05-05T19:49:43.0000000,00:34:09,Google Chrome,,,
Google Meet - Google Chrome,2023-05-07T15:01:32.0000000,2023-05-07T15:01:37.0000000,00:00:05,Google Chrome,,,
1853-810X-rasp-10-41-28.pdf - Google Chrome,2023-05-07T15:01:37.0000000,2023-05-07T15:02:07.0000000,00:00:30,Google Chrome,,,
(1) WhatsApp - Google Chrome,2023-05-07T15:02:07.0000000,2023-05-07T15:02:18.0000000,00:00:11,Google Chrome,,,
1853-810X-rasp-10-41-28.pdf - Google Chrome,2023-05-07T15:02:18.0000000,2023-05-07T15:02:23.0000000,00:00:05,Google Chrome,,,
Outliers detection in R - Stats and R - Google Chrome,2023-05-07T15:02:23.0000000,2023-05-07T15:02:33.0000000,00:00:10,Google Chrome,,,
ManicTime - Estándar (gratis),2023-05-07T15:02:33.0000000,2023-05-07T15:02:42.0000000,00:00:09,ManicTime,,,
Cáceres, Analía (OS-) | Microsoft Teams,2023-05-07T15:02:42.0000000,2023-05-07T15:02:47.0000000,00:00:05,Microsoft Teams,,
Recibidos (59) - vpennini@iecs.org.ar - Correo de IECS - Google Chrome,2023-05-07T15:02:47.0000000,2023-05-07T15:02:52.0000000,00:00:05,Google Chrome,,,
Elsevier Enhanced Reader - Google Chrome,2023-05-07T15:02:52.0000000,2023-05-07T15:02:58.0000000,00:00:06,Google Chrome,,,
Recibidos (59) - vpennini@iecs.org.ar - Correo de IECS - Google Chrome,2023-05-07T15:02:58.0000000,2023-05-07T15:03:08.0000000,00:00:10,Google Chrome,,,
